user_id,pc_throttle,pc_brake,t-b,pc_steering,t-b-s,pc_speed,pc_lap_distance
1,1,0,1,0.00211974,0.99788026,75.9367,427.78
1,1,0,1,0.00211974,0.99788026,75.9367,427.78
1,1,0,1,0.003347,0.996653,76.0489,431.204
1,1,0,1,0.003347,0.996653,76.0489,431.204
1,1,0,1,0.00409092,0.99590908,76.1307,433.743
1,1,0,1,0.00409092,0.99590908,76.2169,436.408
1,1,0,1,0.00409092,0.99590908,76.2169,436.408
1,1,0,1,0.00409092,0.99590908,76.2954,438.823
1,1,0,1,0.00520659,0.99479341,76.3815,441.494
1,1,0,1,0.00520659,0.99479341,76.4634,444.041
1,1,0,1,0.00520659,0.99479341,76.4634,444.041
1,1,0,1,0.00535537,0.99464463,76.5729,447.479
1,1,0,1,0.00535537,0.99464463,76.5729,447.479
1,1,0,1,0.00539257,0.99460743,76.6524,450.022
1,1,0,1,0.00539257,0.99460743,76.6524,450.022
1,1,0,1,0.00457425,0.99542575,76.7547,453.345
1,1,0,1,0.0025289,0.9974711,76.7547,453.345
1,1,0,1,0.0025289,0.9974711,76.8395,456.021
1,1,0,1,3.72E-05,0.999962804,76.9197,458.583
1,1,0,1,-0.000557944,0.999442056,76.9197,458.583
1,1,0,1,-0.000557944,0.999442056,76.9986,461.148
1,1,0,1,-0.000185981,0.999814019,77.0769,463.699
1,1,0,1,-0.000185981,0.999814019,77.0769,463.699
1,1,0,1,0,1,77.1552,466.27
1,1,0,1,0,1,77.2335,468.824
1,1,0,1,0,1,77.2335,468.824
1,1,0,1,0.000185981,0.999814019,77.3118,471.399
1,1,0,1,0.000185981,0.999814019,77.3118,471.399
1,1,0,1,0.000185981,0.999814019,77.3937,473.955
1,1,0,1,0.000371963,0.999628037,77.4811,476.665
1,1,0,1,0.00141324,0.99858676,77.4811,476.665
1,1,0,1,0.00141324,0.99858676,77.5576,479.225
1,1,0,1,0.00364457,0.99635543,77.6445,481.811
1,1,0,1,0.00364457,0.99635543,77.6445,481.811
1,1,0,1,0.00632225,0.99367775,77.7342,484.377
1,1,0,1,0.00970654,0.99029346,77.8224,486.969
1,1,0,1,0.0104132,0.9895868,77.8533,487.877
1,1,0,1,0.0111569,0.9888431,77.9365,490.45
1,1,0,1,0.0111569,0.9888431,77.9365,490.45
1,1,0,1,0.0127189,0.9872811,78.0262,493.049
1,1,0,1,0.0127189,0.9872811,78.0262,493.049
1,1,0,1,0.0175909,0.9824091,78.1415,496.536
1,0.63979,0,0.63979,0.022314,0.617476,78.1415,496.536
2,0.419747,0,0.419747,0.181264,0.238483,22.5969,0.377668
2,0.203421,0,0.203421,0.190302,0.013119,22.8953,1.09901
2,0,0,0,0.19588,-0.19588,23.1993,1.86358
2,0,0,0,0.199116,-0.199116,23.4881,2.56187
2,0,0,0,0.197702,-0.197702,23.7965,3.30707
2,0,0,0,0.188963,-0.188963,23.6374,4.09547
2,0,0,0,0.177955,-0.177955,23.4476,4.84337
2,0,0,0,0.164901,-0.164901,23.2599,5.54987
2,0,0,0,0.148574,-0.148574,22.9745,6.54878
2,0,0,0,0.136413,-0.136413,22.7559,7.32045
2,0,0,0,0.122541,-0.122541,22.5515,8.08687
